The original input was: 5 (0 3 200 3) (0 9 500 2) (0 20 500 1) (100 1 100 3) (100 100 500 1) 
The (sorted) input is:  5 (0 3 200 3) (0 9 500 2) (0 20 500 1) (100 1 100 3) (100 100 500 1) 

This detailed printout gives the state and remaining burst for each process

Before cycle    0:   unstarted  0  unstarted  0  unstarted  0  unstarted  0  unstarted  0.
Before cycle  497:     running  3      ready  0    blocked  8      ready  0    blocked 22.
Before cycle  498:     running  2      ready  0    blocked  7      ready  0    blocked 21.
Before cycle  499:     running  1      ready  0    blocked  6      ready  0    blocked 20.
Before cycle  500:     blocked  9      ready  0    blocked  5    running  1    blocked 19.
Before cycle  501:     blocked  8    running  7    blocked  4    blocked  3    blocked 18.
Before cycle  502:     blocked  7    running  6    blocked  3    blocked  2    blocked 17.
Before cycle  503:     blocked  6    running  5    blocked  2    blocked  1    blocked 16.
Before cycle  504:     blocked  5    running  4    blocked  1      ready  0    blocked 15.
Before cycle  505:     blocked  4    running  3      ready  0      ready  0    blocked 14.
Before cycle  506:     blocked  3    running  2      ready  0      ready  0    blocked 13.
Before cycle  507:     blocked  2    running  1      ready  0      ready  0    blocked 12.
Before cycle  508:     blocked  1    blocked 14      ready  0    running  1    blocked 11.
Before cycle  509:       ready  0    blocked 13    running  8    blocked  3    blocked 10.
Before cycle  510:       ready  0    blocked 12    running  7    blocked  2    blocked  9.
Before cycle  511:       ready  0    blocked 11    running  6    blocked  1    blocked  8.
Before cycle  512:       ready  0    blocked 10    running  5      ready  0    blocked  7.
Before cycle  513:       ready  0    blocked  9    running  4      ready  0    blocked  6.
Before cycle  514:       ready  0    blocked  8    running  3      ready  0    blocked  5.
Before cycle  515:       ready  0    blocked  7    running  2      ready  0    blocked  4.
Before cycle  516:       ready  0    blocked  6    running  1      ready  0    blocked  3.
Before cycle  517:     running  1    blocked  5    blocked  8      ready  0    blocked  2.
Before cycle  518:     blocked  3    blocked  4    blocked  7    running  1    blocked  1.
Before cycle  519:     blocked  2    blocked  3    blocked  6    blocked  3    running 79.
Before cycle  520:     blocked  1    blocked  2    blocked  5    blocked  2    running 78.
Before cycle  521:       ready  0    blocked  1    blocked  4    blocked  1    running 77.
Before cycle  522:       ready  0      ready  0    blocked  3      ready  0    running 76.
Before cycle  523:       ready  0      ready  0    blocked  2      ready  0    running 75.
Before cycle  524:       ready  0      ready  0    blocked  1      ready  0    running 74.
Before cycle  525:       ready  0      ready  0      ready  0      ready  0    running 73.
Before cycle  526:       ready  0      ready  0      ready  0      ready  0    running 72.
Before cycle  527:       ready  0      ready  0      ready  0      ready  0    running 71.
Before cycle  528:       ready  0      ready  0      ready  0      ready  0    running 70.
Before cycle  529:       ready  0      ready  0      ready  0      ready  0    running 69.
Before cycle  530:       ready  0      ready  0      ready  0      ready  0    running 68.
Before cycle  531:       ready  0      ready  0      ready  0      ready  0    running 67.
Before cycle  532:       ready  0      ready  0      ready  0      ready  0    running 66.
Before cycle  533:       ready  0      ready  0      ready  0      ready  0    running 65.
Before cycle  534:       ready  0      ready  0      ready  0      ready  0    running 64.
Before cycle  535:       ready  0      ready  0      ready  0      ready  0    running 63.
Before cycle  536:       ready  0      ready  0      ready  0      ready  0    running 62.
Before cycle  537:       ready  0      ready  0      ready  0      ready  0    running 61.
Before cycle  538:       ready  0      ready  0      ready  0      ready  0    running 60.
Before cycle  539:       ready  0      ready  0      ready  0      ready  0    running 59.
Before cycle  540:       ready  0      ready  0      ready  0      ready  0    running 58.
Before cycle  541:       ready  0      ready  0      ready  0      ready  0    running 57.
Before cycle  542:       ready  0      ready  0      ready  0      ready  0    running 56.
Before cycle  543:       ready  0      ready  0      ready  0      ready  0    running 55.
Before cycle  544:       ready  0      ready  0      ready  0      ready  0    running 54.
Before cycle  545:       ready  0      ready  0      ready  0      ready  0    running 53.
Before cycle  546:       ready  0      ready  0      ready  0      ready  0    running 52.
Before cycle  547:       ready  0      ready  0      ready  0      ready  0    running 51.
Before cycle  548:       ready  0      ready  0      ready  0      ready  0    running 50.
Before cycle  549:       ready  0      ready  0      ready  0      ready  0    running 49.
Before cycle  550:       ready  0      ready  0      ready  0      ready  0    running 48.
Before cycle  551:       ready  0      ready  0      ready  0      ready  0    running 47.
Before cycle  552:       ready  0      ready  0      ready  0      ready  0    running 46.
Before cycle  553:       ready  0      ready  0      ready  0      ready  0    running 45.
Before cycle  554:       ready  0      ready  0      ready  0      ready  0    running 44.
Before cycle  555:       ready  0      ready  0      ready  0      ready  0    running 43.
Before cycle  556:       ready  0      ready  0      ready  0      ready  0    running 42.
Before cycle  557:       ready  0      ready  0      ready  0      ready  0    running 41.
Before cycle  558:       ready  0      ready  0      ready  0      ready  0    running 40.
Before cycle  559:       ready  0      ready  0      ready  0      ready  0    running 39.
Before cycle  560:       ready  0      ready  0      ready  0      ready  0    running 38.
Before cycle  561:       ready  0      ready  0      ready  0      ready  0    running 37.
Before cycle  562:       ready  0      ready  0      ready  0      ready  0    running 36.
Before cycle  563:       ready  0      ready  0      ready  0      ready  0    running 35.
Before cycle  564:       ready  0      ready  0      ready  0      ready  0    running 34.
Before cycle  565:       ready  0      ready  0      ready  0      ready  0    running 33.
Before cycle  566:       ready  0      ready  0      ready  0      ready  0    running 32.
Before cycle  567:       ready  0      ready  0      ready  0      ready  0    running 31.
Before cycle  568:       ready  0      ready  0      ready  0      ready  0    running 30.
Before cycle  569:       ready  0      ready  0      ready  0      ready  0    running 29.
Before cycle  570:       ready  0      ready  0      ready  0      ready  0    running 28.
Before cycle  571:       ready  0      ready  0      ready  0      ready  0    running 27.
Before cycle  572:       ready  0      ready  0      ready  0      ready  0    running 26.
Before cycle  573:       ready  0      ready  0      ready  0      ready  0    running 25.
Before cycle  574:       ready  0      ready  0      ready  0      ready  0    running 24.
Before cycle  575:       ready  0      ready  0      ready  0      ready  0    running 23.
Before cycle  576:       ready  0      ready  0      ready  0      ready  0    running 22.
Before cycle  577:       ready  0      ready  0      ready  0      ready  0    running 21.
Before cycle  578:       ready  0      ready  0      ready  0      ready  0    running 20.
Before cycle  579:       ready  0      ready  0      ready  0      ready  0    running 19.
Before cycle  580:       ready  0      ready  0      ready  0      ready  0    running 18.
Before cycle  581:       ready  0      ready  0      ready  0      ready  0    running 17.
Before cycle  582:       ready  0      ready  0      ready  0      ready  0    running 16.
Before cycle  583:       ready  0      ready  0      ready  0      ready  0    running 15.
Before cycle  584:       ready  0      ready  0      ready  0      ready  0    running 14.
Before cycle  585:       ready  0      ready  0      ready  0      ready  0    running 13.
Before cycle  586:       ready  0      ready  0      ready  0      ready  0    running 12.
Before cycle  587:       ready  0      ready  0      ready  0      ready  0    running 11.
Before cycle  588:       ready  0      ready  0      ready  0      ready  0    running 10.
Before cycle  589:       ready  0      ready  0      ready  0      ready  0    running  9.
Before cycle  590:       ready  0      ready  0      ready  0      ready  0    running  8.
Before cycle  591:       ready  0      ready  0      ready  0      ready  0    running  7.
Before cycle  592:       ready  0      ready  0      ready  0      ready  0    running  6.
Before cycle  593:       ready  0      ready  0      ready  0      ready  0    running  5.
Before cycle  594:       ready  0      ready  0      ready  0      ready  0    running  4.
Before cycle  595:       ready  0      ready  0      ready  0      ready  0    running  3.
Before cycle  596:       ready  0      ready  0      ready  0      ready  0    running  2.
Before cycle  597:       ready  0      ready  0      ready  0      ready  0    running  1.
Before cycle  598:     running  3      ready  0      ready  0      ready  0    blocked 79.
Before cycle  599:     running  2      ready  0      ready  0      ready  0    blocked 78.
Before cycle  600:     running  1      ready  0      ready  0      ready  0    blocked 77.
Before cycle  601:     blocked  9    running  4      ready  0      ready  0    blocked 76.
Before cycle  602:     blocked  8    running  3      ready  0      ready  0    blocked 75.
Before cycle  603:     blocked  7    running  2      ready  0      ready  0    blocked 74.
Before cycle  604:     blocked  6    running  1      ready  0      ready  0    blocked 73.
Before cycle  605:     blocked  5    blocked  8      ready  0    running  1    blocked 72.
Before cycle  606:     blocked  4    blocked  7    running 12    blocked  3    blocked 71.
Before cycle  607:     blocked  3    blocked  6    running 11    blocked  2    blocked 70.
Before cycle  608:     blocked  2    blocked  5    running 10    blocked  1    blocked 69.
Before cycle  609:     blocked  1    blocked  4    running  9      ready  0    blocked 68.
Before cycle  610:       ready  0    blocked  3    running  8      ready  0    blocked 67.
Before cycle  611:       ready  0    blocked  2    running  7      ready  0    blocked 66.
Before cycle  612:       ready  0    blocked  1    running  6      ready  0    blocked 65.
Before cycle  613:       ready  0      ready  0    running  5      ready  0    blocked 64.
Before cycle  614:       ready  0      ready  0    running  4      ready  0    blocked 63.
Before cycle  615:       ready  0      ready  0    running  3      ready  0    blocked 62.
Before cycle  616:       ready  0      ready  0    running  2      ready  0    blocked 61.
Before cycle  617:       ready  0      ready  0    running  1      ready  0    blocked 60.
Before cycle  618:       ready  0      ready  0    blocked 12    running  1    blocked 59.
Before cycle  619:     running  2      ready  0    blocked 11    blocked  3    blocked 58.
Before cycle  620:     running  1      ready  0    blocked 10    blocked  2    blocked 57.
Before cycle  621:     blocked  6    running  7    blocked  9    blocked  1    blocked 56.
Before cycle  622:     blocked  5    running  6    blocked  8      ready  0    blocked 55.
Before cycle  623:     blocked  4    running  5    blocked  7      ready  0    blocked 54.
Before cycle  624:     blocked  3    running  4    blocked  6      ready  0    blocked 53.
Before cycle  625:     blocked  2    running  3    blocked  5      ready  0    blocked 52.
Before cycle  626:     blocked  1    running  2    blocked  4      ready  0    blocked 51.
Before cycle  627:       ready  0    running  1    blocked  3      ready  0    blocked 50.
Before cycle  628:       ready  0    blocked 14    blocked  2    running  1    blocked 49.
Before cycle  629:     running  3    blocked 13    blocked  1    blocked  3    blocked 48.
Before cycle  630:     running  2    blocked 12      ready  0    blocked  2    blocked 47.
Before cycle  631:     running  1    blocked 11      ready  0    blocked  1    blocked 46.
Before cycle  632:     blocked  9    blocked 10    running  9      ready  0    blocked 45.
Before cycle  633:     blocked  8    blocked  9    running  8      ready  0    blocked 44.
Before cycle  634:     blocked  7    blocked  8    running  7      ready  0    blocked 43.
Before cycle  635:     blocked  6    blocked  7    running  6      ready  0    blocked 42.
Before cycle  636:     blocked  5    blocked  6    running  5      ready  0    blocked 41.
Before cycle  637:     blocked  4    blocked  5    running  4      ready  0    blocked 40.
Before cycle  638:     blocked  3    blocked  4    running  3      ready  0    blocked 39.
Before cycle  639:     blocked  2    blocked  3    running  2      ready  0    blocked 38.
Before cycle  640:     blocked  1    blocked  2    running  1      ready  0    blocked 37.
Before cycle  641:       ready  0    blocked  1    blocked  9    running  1    blocked 36.
Before cycle  642:     running  2      ready  0    blocked  8    blocked  3    blocked 35.
Before cycle  643:     running  1      ready  0    blocked  7    blocked  2    blocked 34.
Before cycle  644:     blocked  6    running  8    blocked  6    blocked  1    blocked 33.
Before cycle  645:     blocked  5    running  7    blocked  5      ready  0    blocked 32.
Before cycle  646:     blocked  4    running  6    blocked  4      ready  0    blocked 31.
Before cycle  647:     blocked  3    running  5    blocked  3      ready  0    blocked 30.
Before cycle  648:     blocked  2    running  4    blocked  2      ready  0    blocked 29.
Before cycle  649:     blocked  1    running  3    blocked  1      ready  0    blocked 28.
Before cycle  650:       ready  0    running  2      ready  0      ready  0    blocked 27.
Before cycle  651:       ready  0    running  1      ready  0      ready  0    blocked 26.
Before cycle  652:       ready  0    blocked 16      ready  0    running  1    blocked 25.
Before cycle  653:     running  1    blocked 15      ready  0    blocked  3    blocked 24.
Before cycle  654:     blocked  3    blocked 14    running 20    blocked  2    blocked 23.
Before cycle  655:     blocked  2    blocked 13    running 19    blocked  1    blocked 22.
Before cycle  656:     blocked  1    blocked 12    running 18      ready  0    blocked 21.
Before cycle  657:       ready  0    blocked 11    running 17      ready  0    blocked 20.
Before cycle  658:       ready  0    blocked 10    running 16      ready  0    blocked 19.
Before cycle  659:       ready  0    blocked  9    running 15      ready  0    blocked 18.
Before cycle  660:       ready  0    blocked  8    running 14      ready  0    blocked 17.
Before cycle  661:       ready  0    blocked  7    running 13      ready  0    blocked 16.
Before cycle  662:       ready  0    blocked  6    running 12      ready  0    blocked 15.
Before cycle  663:       ready  0    blocked  5    running 11      ready  0    blocked 14.
Before cycle  664:       ready  0    blocked  4    running 10      ready  0    blocked 13.
Before cycle  665:       ready  0    blocked  3    running  9      ready  0    blocked 12.
Before cycle  666:       ready  0    blocked  2    running  8      ready  0    blocked 11.
Before cycle  667:       ready  0    blocked  1    running  7      ready  0    blocked 10.
Before cycle  668:       ready  0      ready  0    running  6      ready  0    blocked  9.
Before cycle  669:       ready  0      ready  0    running  5      ready  0    blocked  8.
Before cycle  670:       ready  0      ready  0    running  4      ready  0    blocked  7.
Before cycle  671:       ready  0      ready  0    running  3      ready  0    blocked  6.
Before cycle  672:       ready  0      ready  0    running  2      ready  0    blocked  5.
Before cycle  673:       ready  0      ready  0    running  1      ready  0    blocked  4.
Before cycle  674:       ready  0      ready  0    blocked 20    running  1    blocked  3.
Before cycle  675:     running  2      ready  0    blocked 19    blocked  3    blocked  2.
Before cycle  676:     running  1      ready  0    blocked 18    blocked  2    blocked  1.
Before cycle  677:     blocked  6    running  3    blocked 17    blocked  1      ready  0.
Before cycle  678:     blocked  5    running  2    blocked 16      ready  0      ready  0.
Before cycle  679:     blocked  4    running  1    blocked 15      ready  0      ready  0.
Before cycle  680:     blocked  3    blocked  6    blocked 14      ready  0    running 79.
Before cycle  681:     blocked  2    blocked  5    blocked 13      ready  0    running 78.
Before cycle  682:     blocked  1    blocked  4    blocked 12      ready  0    running 77.
Before cycle  683:       ready  0    blocked  3    blocked 11      ready  0    running 76.
Before cycle  684:       ready  0    blocked  2    blocked 10      ready  0    running 75.
Before cycle  685:       ready  0    blocked  1    blocked  9      ready  0    running 74.
Before cycle  686:       ready  0      ready  0    blocked  8      ready  0    running 73.
Before cycle  687:       ready  0      ready  0    blocked  7      ready  0    running 72.
Before cycle  688:       ready  0      ready  0    blocked  6      ready  0    running 71.
Before cycle  689:       ready  0      ready  0    blocked  5      ready  0    running 70.
Before cycle  690:       ready  0      ready  0    blocked  4      ready  0    running 69.
Before cycle  691:       ready  0      ready  0    blocked  3      ready  0    running 68.
Before cycle  692:       ready  0      ready  0    blocked  2      ready  0    running 67.
Before cycle  693:       ready  0      ready  0    blocked  1      ready  0    running 66.
Before cycle  694:       ready  0      ready  0      ready  0      ready  0    running 65.
Before cycle  695:       ready  0      ready  0      ready  0      ready  0    running 64.
Before cycle  696:       ready  0      ready  0      ready  0      ready  0    running 63.
Before cycle  697:       ready  0      ready  0      ready  0      ready  0    running 62.
Before cycle  698:       ready  0      ready  0      ready  0      ready  0    running 61.
Before cycle  699:       ready  0      ready  0      ready  0      ready  0    running 60.
Before cycle  700:       ready  0      ready  0      ready  0      ready  0    running 59.
Before cycle  701:       ready  0      ready  0      ready  0      ready  0    running 58.
Before cycle  702:       ready  0      ready  0      ready  0      ready  0    running 57.
Before cycle  703:       ready  0      ready  0      ready  0      ready  0    running 56.
Before cycle  704:       ready  0      ready  0      ready  0      ready  0    running 55.
Before cycle  705:       ready  0      ready  0      ready  0      ready  0    running 54.
Before cycle  706:       ready  0      ready  0      ready  0      ready  0    running 53.
Before cycle  707:       ready  0      ready  0      ready  0      ready  0    running 52.
Before cycle  708:       ready  0      ready  0      ready  0      ready  0    running 51.
Before cycle  709:       ready  0      ready  0      ready  0      ready  0    running 50.
Before cycle  710:       ready  0      ready  0      ready  0      ready  0    running 49.
Before cycle  711:       ready  0      ready  0      ready  0      ready  0    running 48.
Before cycle  712:       ready  0      ready  0      ready  0      ready  0    running 47.
Before cycle  713:       ready  0      ready  0      ready  0      ready  0    running 46.
Before cycle  714:       ready  0      ready  0      ready  0      ready  0    running 45.
Before cycle  715:       ready  0      ready  0      ready  0      ready  0    running 44.
Before cycle  716:       ready  0      ready  0      ready  0      ready  0    running 43.
Before cycle  717:       ready  0      ready  0      ready  0      ready  0    running 42.
Before cycle  718:       ready  0      ready  0      ready  0      ready  0    running 41.
Before cycle  719:       ready  0      ready  0      ready  0      ready  0    running 40.
Before cycle  720:       ready  0      ready  0      ready  0      ready  0    running 39.
Before cycle  721:       ready  0      ready  0      ready  0      ready  0    running 38.
Before cycle  722:       ready  0      ready  0      ready  0      ready  0    running 37.
Before cycle  723:       ready  0      ready  0      ready  0      ready  0    running 36.
Before cycle  724:       ready  0      ready  0      ready  0      ready  0    running 35.
Before cycle  725:       ready  0      ready  0      ready  0      ready  0    running 34.
Before cycle  726:       ready  0      ready  0      ready  0      ready  0    running 33.
Before cycle  727:       ready  0      ready  0      ready  0      ready  0    running 32.
Before cycle  728:       ready  0      ready  0      ready  0      ready  0    running 31.
Before cycle  729:       ready  0      ready  0      ready  0      ready  0    running 30.
Before cycle  730:       ready  0      ready  0      ready  0      ready  0    running 29.
Before cycle  731:       ready  0      ready  0      ready  0      ready  0    running 28.
Before cycle  732:       ready  0      ready  0      ready  0      ready  0    running 27.
Before cycle  733:       ready  0      ready  0      ready  0      ready  0    running 26.
Before cycle  734:       ready  0      ready  0      ready  0      ready  0    running 25.
Before cycle  735:       ready  0      ready  0      ready  0      ready  0    running 24.
Before cycle  736:       ready  0      ready  0      ready  0      ready  0    running 23.
Before cycle  737:       ready  0      ready  0      ready  0      ready  0    running 22.
Before cycle  738:       ready  0      ready  0      ready  0      ready  0    running 21.
Before cycle  739:       ready  0      ready  0      ready  0      ready  0    running 20.
Before cycle  740:       ready  0      ready  0      ready  0      ready  0    running 19.
Before cycle  741:       ready  0      ready  0      ready  0      ready  0    running 18.
Before cycle  742:       ready  0      ready  0      ready  0      ready  0    running 17.
Before cycle  743:       ready  0      ready  0      ready  0      ready  0    running 16.
Before cycle  744:       ready  0      ready  0      ready  0      ready  0    running 15.
Before cycle  745:       ready  0      ready  0      ready  0      ready  0    running 14.
Before cycle  746:       ready  0      ready  0      ready  0      ready  0    running 13.
Before cycle  747:       ready  0      ready  0      ready  0      ready  0    running 12.
Before cycle  748:       ready  0      ready  0      ready  0      ready  0    running 11.
Before cycle  749:       ready  0      ready  0      ready  0      ready  0    running 10.
Before cycle  750:       ready  0      ready  0      ready  0      ready  0    running  9.
Before cycle  751:       ready  0      ready  0      ready  0      ready  0    running  8.
Before cycle  752:       ready  0      ready  0      ready  0      ready  0    running  7.
Before cycle  753:       ready  0      ready  0      ready  0      ready  0    running  6.
Before cycle  754:       ready  0      ready  0      ready  0      ready  0    running  5.
Before cycle  755:       ready  0      ready  0      ready  0      ready  0    running  4.
Before cycle  756:       ready  0      ready  0      ready  0      ready  0    running  3.
Before cycle  757:       ready  0      ready  0      ready  0      ready  0    running  2.
Before cycle  758:       ready  0      ready  0      ready  0      ready  0    running  1.
Before cycle  759:       ready  0      ready  0      ready  0    running  1    blocked 79.
Before cycle  760:     running  1      ready  0      ready  0    blocked  3    blocked 78.
Before cycle  761:     blocked  3    running  6      ready  0    blocked  2    blocked 77.
Before cycle  762:     blocked  2    running  5      ready  0    blocked  1    blocked 76.
Before cycle  763:     blocked  1    running  4      ready  0      ready  0    blocked 75.
Before cycle  764:       ready  0    running  3      ready  0      ready  0    blocked 74.
Before cycle  765:       ready  0    running  2      ready  0      ready  0    blocked 73.
Before cycle  766:       ready  0    running  1      ready  0      ready  0    blocked 72.
Before cycle  767:       ready  0    blocked 12    running  3      ready  0    blocked 71.
Before cycle  768:       ready  0    blocked 11    running  2      ready  0    blocked 70.
Before cycle  769:       ready  0    blocked 10    running  1      ready  0    blocked 69.
Before cycle  770:       ready  0    blocked  9    blocked  3    running  1    blocked 68.
Before cycle  771:     running  1    blocked  8    blocked  2    blocked  3    blocked 67.
Before cycle  772:     blocked  3    blocked  7    blocked  1    blocked  2    blocked 66.
Before cycle  773:     blocked  2    blocked  6    running 13    blocked  1    blocked 65.
Before cycle  774:     blocked  1    blocked  5    running 12      ready  0    blocked 64.
Before cycle  775:       ready  0    blocked  4    running 11      ready  0    blocked 63.
Before cycle  776:       ready  0    blocked  3    running 10      ready  0    blocked 62.
Before cycle  777:       ready  0    blocked  2    running  9      ready  0    blocked 61.
Before cycle  778:       ready  0    blocked  1    running  8      ready  0    blocked 60.
Before cycle  779:       ready  0      ready  0    running  7      ready  0    blocked 59.
Before cycle  780:       ready  0      ready  0    running  6      ready  0    blocked 58.
Before cycle  781:       ready  0      ready  0    running  5      ready  0    blocked 57.
Before cycle  782:       ready  0      ready  0    running  4      ready  0    blocked 56.
Before cycle  783:       ready  0      ready  0    running  3      ready  0    blocked 55.
Before cycle  784:       ready  0      ready  0    running  2      ready  0    blocked 54.
Before cycle  785:       ready  0      ready  0    running  1      ready  0    blocked 53.
Before cycle  786:       ready  0      ready  0    blocked 13    running  1    blocked 52.
Before cycle  787:     running  2      ready  0    blocked 12    blocked  3    blocked 51.
Before cycle  788:     running  1      ready  0    blocked 11    blocked  2    blocked 50.
Before cycle  789:     blocked  6    running  3    blocked 10    blocked  1    blocked 49.
Before cycle  790:     blocked  5    running  2    blocked  9      ready  0    blocked 48.
Before cycle  791:     blocked  4    running  1    blocked  8      ready  0    blocked 47.
Before cycle  792:     blocked  3    blocked  6    blocked  7    running  1    blocked 46.
Before cycle  793:     blocked  2    blocked  5    blocked  6    blocked  3    blocked 45.
Before cycle  794:     blocked  1    blocked  4    blocked  5    blocked  2    blocked 44.
Before cycle  795:     running  2    blocked  3    blocked  4    blocked  1    blocked 43.
Before cycle  796:     running  1    blocked  2    blocked  3      ready  0    blocked 42.
Before cycle  797:     blocked  6    blocked  1    blocked  2    running  1    blocked 41.
Before cycle  798:     blocked  5    running  6    blocked  1    blocked  3    blocked 40.
Before cycle  799:     blocked  4    running  5      ready  0    blocked  2    blocked 39.
Before cycle  800:     blocked  3    running  4      ready  0    blocked  1    blocked 38.
Before cycle  801:     blocked  2    running  3      ready  0      ready  0    blocked 37.
Before cycle  802:     blocked  1    running  2      ready  0      ready  0    blocked 36.
Before cycle  803:       ready  0    running  1      ready  0      ready  0    blocked 35.
Before cycle  804:       ready  0    blocked 12    running  5      ready  0    blocked 34.
Before cycle  805:       ready  0    blocked 11    running  4      ready  0    blocked 33.
Before cycle  806:       ready  0    blocked 10    running  3      ready  0    blocked 32.
Before cycle  807:       ready  0    blocked  9    running  2      ready  0    blocked 31.
Before cycle  808:       ready  0    blocked  8    running  1      ready  0    blocked 30.
Before cycle  809:       ready  0    blocked  7    blocked  5    running  1    blocked 29.
Before cycle  810:     running  2    blocked  6    blocked  4    blocked  3    blocked 28.
Before cycle  811:     running  1    blocked  5    blocked  3    blocked  2    blocked 27.
Before cycle  812:     blocked  6    blocked  4    blocked  2    blocked  1    blocked 26.
Before cycle  813:     blocked  5    blocked  3    blocked  1    running  1    blocked 25.
Before cycle  814:     blocked  4    blocked  2    running 12    blocked  3    blocked 24.
Before cycle  815:     blocked  3    blocked  1    running 11    blocked  2    blocked 23.
Before cycle  816:     blocked  2      ready  0    running 10    blocked  1    blocked 22.
Before cycle  817:     blocked  1      ready  0    running  9      ready  0    blocked 21.
Before cycle  818:       ready  0      ready  0    running  8      ready  0    blocked 20.
Before cycle  819:       ready  0      ready  0    running  7      ready  0    blocked 19.
Before cycle  820:       ready  0      ready  0    running  6      ready  0    blocked 18.
Before cycle  821:       ready  0      ready  0    running  5      ready  0    blocked 17.
Before cycle  822:       ready  0      ready  0    running  4      ready  0    blocked 16.
Before cycle  823:       ready  0      ready  0    running  3      ready  0    blocked 15.
Before cycle  824:       ready  0      ready  0    running  2      ready  0    blocked 14.
Before cycle  825:       ready  0      ready  0    running  1      ready  0    blocked 13.
Before cycle  826:       ready  0    running  5    blocked 12      ready  0    blocked 12.
Before cycle  827:       ready  0    running  4    blocked 11      ready  0    blocked 11.
Before cycle  828:       ready  0    running  3    blocked 10      ready  0    blocked 10.
Before cycle  829:       ready  0    running  2    blocked  9      ready  0    blocked  9.
Before cycle  830:       ready  0    running  1    blocked  8      ready  0    blocked  8.
Before cycle  831:       ready  0    blocked 10    blocked  7    running  1    blocked  7.
Before cycle  832:     running  3    blocked  9    blocked  6    blocked  3    blocked  6.
Before cycle  833:     running  2    blocked  8    blocked  5    blocked  2    blocked  5.
Before cycle  834:     running  1    blocked  7    blocked  4    blocked  1    blocked  4.
Before cycle  835:     blocked  9    blocked  6    blocked  3    running  1    blocked  3.
Before cycle  836:     blocked  8    blocked  5    blocked  2    blocked  3    blocked  2.
Before cycle  837:     blocked  7    blocked  4    blocked  1    blocked  2    blocked  1.
Before cycle  838:     blocked  6    blocked  3    running 16    blocked  1      ready  0.
Before cycle  839:     blocked  5    blocked  2    running 15      ready  0      ready  0.
Before cycle  840:     blocked  4    blocked  1    running 14      ready  0      ready  0.
Before cycle  841:     blocked  3      ready  0    running 13      ready  0      ready  0.
Before cycle  842:     blocked  2      ready  0    running 12      ready  0      ready  0.
Before cycle  843:     blocked  1      ready  0    running 11      ready  0      ready  0.
Before cycle  844:       ready  0      ready  0    running 10      ready  0      ready  0.
Before cycle  845:       ready  0      ready  0    running  9      ready  0      ready  0.
Before cycle  846:       ready  0      ready  0    running  8      ready  0      ready  0.
Before cycle  847:       ready  0      ready  0    running  7      ready  0      ready  0.
Before cycle  848:       ready  0      ready  0    running  6      ready  0      ready  0.
Before cycle  849:       ready  0      ready  0    running  5      ready  0      ready  0.
Before cycle  850:       ready  0      ready  0    running  4      ready  0      ready  0.
Before cycle  851:       ready  0      ready  0    running  3      ready  0      ready  0.
Before cycle  852:       ready  0      ready  0    running  2      ready  0      ready  0.
Before cycle  853:       ready  0      ready  0    running  1      ready  0      ready  0.
Before cycle  854:       ready  0      ready  0    blocked 16      ready  0    running 10.
Before cycle  855:       ready  0      ready  0    blocked 15      ready  0    running  9.
Before cycle  856:       ready  0      ready  0    blocked 14      ready  0    running  8.
Before cycle  857:       ready  0      ready  0    blocked 13      ready  0    running  7.
Before cycle  858:       ready  0      ready  0    blocked 12      ready  0    running  6.
Before cycle  859:       ready  0      ready  0    blocked 11      ready  0    running  5.
Before cycle  860:       ready  0      ready  0    blocked 10      ready  0    running  4.
Before cycle  861:       ready  0      ready  0    blocked  9      ready  0    running  3.
Before cycle  862:       ready  0      ready  0    blocked  8      ready  0    running  2.
Before cycle  863:       ready  0      ready  0    blocked  7      ready  0    running  1.
Before cycle  864:       ready  0      ready  0    blocked  6    running  1    blocked 10.
Before cycle  865:       ready  0    running  4    blocked  5    blocked  3    blocked  9.
Before cycle  866:       ready  0    running  3    blocked  4    blocked  2    blocked  8.
Before cycle  867:       ready  0    running  2    blocked  3    blocked  1    blocked  7.
Before cycle  868:       ready  0    running  1    blocked  2      ready  0    blocked  6.
Before cycle  869:     running  2    blocked  8    blocked  1      ready  0    blocked  5.
Before cycle  870:     running  1    blocked  7      ready  0      ready  0    blocked  4.
Before cycle  871:     blocked  6    blocked  6      ready  0    running  1    blocked  3.
Before cycle  872:     blocked  5    blocked  5    running 14    blocked  3    blocked  2.
Before cycle  873:     blocked  4    blocked  4    running 13    blocked  2    blocked  1.
Before cycle  874:     blocked  3    blocked  3    running 12    blocked  1      ready  0.
Before cycle  875:     blocked  2    blocked  2    running 11      ready  0      ready  0.
Before cycle  876:     blocked  1    blocked  1    running 10      ready  0      ready  0.
Before cycle  877:       ready  0      ready  0    running  9      ready  0      ready  0.
Before cycle  878:       ready  0      ready  0    running  8      ready  0      ready  0.
Before cycle  879:       ready  0      ready  0    running  7      ready  0      ready  0.
Before cycle  880:       ready  0      ready  0    running  6      ready  0      ready  0.
Before cycle  881:       ready  0      ready  0    running  5      ready  0      ready  0.
Before cycle  882:       ready  0      ready  0    running  4      ready  0      ready  0.
Before cycle  883:       ready  0      ready  0    running  3      ready  0      ready  0.
Before cycle  884:       ready  0      ready  0    running  2      ready  0      ready  0.
Before cycle  885:       ready  0      ready  0    running  1      ready  0      ready  0.
Before cycle  886:       ready  0      ready  0    blocked 14      ready  0    running 87.
